Day,Pair,Flower,Treatment,File Name,Block,scale bar (pixel),scale bar (mm),flower width (mm),Flower width (pixels),Genus,sex,length(pixels),length(mm),land,start,stop,duration(s),nectar,pollen,attack,Notes,File Location
2,6,8,treated,MVI_6027,b,,12.7,27.37,250,Melissodes,male,NA,#VALUE!,no,893387,893408,0.7,no,no,no,Moved very quickly,
2,6,8,treated,MVI_6027,b,,12.7,27.37,250,Melissodes,male,105,11.5,no,895282,895289,0.23,no,no,no,,
2,6,8,treated,MVI_6027,b,,12.7,27.37,250,Melissodes,male,99,10.84,no,895760,895763,0.1,no,no,no,,
2,6,8,treated,MVI_6027,b,,12.7,27.37,250,Melissodes,male,103,11.28,no,897490,897500,0.33,no,no,no,,
2,6,8,treated,MVI_6027,b,,12.7,27.37,250,Melissodes,male,NA,#VALUE!,no,899246,899251,0.17,no,no,no,,
2,6,8,treated,MVI_6027,b,,12.7,27.37,250,Melissodes,male,107,11.71,no,899776,899783,0.23,no,no,no,,
2,6,8,treated,MVI_6027,b,,12.7,27.37,250,Melissodes,male,106,11.6,no,900127,900135,0.27,no,no,no,,
2,7,13,treated,MVI_6028,a,,12.7,27.28,206,Melissodes,male,90,11.92,no,903904,903911,0.233333333,no,no,no,,
2,7,13,treated,MVI_6028,a,,12.7,27.28,206,Melissodes,male,85,11.26,no,906005,906009,0.13,no,no,no,,
2,7,13,treated,MVI_6028,a,,12.7,27.28,206,Melissodes,male,88,11.65,no,906263,906266,0.1,no,no,no,,
2,7,13,treated,MVI_6028,a,,12.7,27.28,206,Melissodes,male,76,10.06,no,907200,907205,0.17,no,no,no,,
2,7,13,treated,MVI_6028,a,,12.7,27.28,206,Melissodes,female,105,13.9,no,907391,907399,0.27,no,no,no,,
2,7,13,treated,MVI_6028,a,,12.7,27.28,206,Melissodes,male,92,12.18,no,907850,907853,0.1,no,no,no,,
2,7,11,control,MVI_4687,a,,12.7,24.76,295,Melissodes,male,88,7.39,no,2652,2656,0.13,no,no,no,,
2,7,11,control,MVI_4687,a,,12.7,24.76,295,Melissodes,male,128,10.74,yes,3462,3472,0.33,yes,no,no,,
2,7,6,treated,MVI_4688,b,,12.7,20.97,254,Halictus,male,105,8.67,no,860,866,0.2,no,no,no,,
2,7,6,treated,MVI_4688,b,,12.7,20.97,254,Melissodes,male,123,10.15,yes,1072,1105,1.1,yes,no,no,,
2,7,6,treated,MVI_4688,b,,12.7,20.97,254,Lithurgus,male,120,9.91,no,3012,3028,0.53,no,no,no,,
2,7,1,control,MVI_6029,b,,12.7,28.93,220,Melissodes,male,100,13.15,no,922502,922508,0.2,no,no,no,,
2,7,1,control,MVI_6029,b,,12.7,28.93,220,Melissodes,male,118,15.52,no,922616,922620,0.133333333,no,no,no,,
2,7,1,control,MVI_6029,b,,12.7,28.93,220,Melissodes,male,105,13.81,no,922813,922819,0.2,no,no,no,,
2,7,1,control,MVI_6029,b,,12.7,28.93,220,Melissodes,male,101,13.28,yes,923216,923266,1.666666667,yes,no,no,,
2,8,7,control,MVI_6030,a,,12.7,20.42,193,Melissodes,female,116,12.27,yes,952524,952532,0.27,no,no,no,"Ragged flower, no pollen",
2,8,7,control,MVI_6030,a,,12.7,20.42,193,Andrena,female,100,10.58,no,957328,957335,0.23,no,no,no,,
2,8,14,treated,MVI_4689,a,,12.7,25.18,263,Melissodes,male,103,9.86,no,2580,2589,0.3,no,no,no,"Nice looking flower, younger",
2,8,14,treated,MVI_4689,a,,12.7,25.18,263,Melissodes,female,109,10.44,yes,4329,4344,0.5,no,no,no,,
2,8,14,treated,MVI_4689,a,,12.7,25.18,263,Melissodes,male,106,10.15,no,5212,5220,0.27,no,no,no,,
2,8,14,treated,MVI_4689,a,,12.7,25.18,263,Melissodes,male,112,10.72,no,5602,5615,0.43,no,no,no,,
2,8,14,treated,MVI_4689,a,,12.7,25.18,263,Melissodes,male,114,10.91,yes,6632,6641,0.3,no,no,no,,
2,8,14,treated,MVI_4689,a,,12.7,25.18,263,Melissodes,male,124,11.87,no,7595,7598,0.1,no,no,no,,
2,8,14,treated,MVI_4689,a,,12.7,25.18,263,Melissodes,male,95,9.1,no,8337,8348,0.37,no,no,no,,
2,8,14,treated,MVI_4689,a,,12.7,25.18,263,Melissodes,male,113,10.82,no,9019,9030,0.37,no,no,no,,
2,8,14,treated,MVI_4689,a,,12.7,25.18,263,Melissodes,male,NA,#VALUE!,no,10903,10909,0.2,no,no,no,,
2,8,14,treated,MVI_4689,a,,12.7,25.18,263,Melissodes,female,107,10.24,yes,11462,11466,0.13,no,no,no,,
2,8,14,treated,MVI_4689,a,,12.7,25.18,263,Melissodes,male,101,9.67,yes,11472,11491,0.63,no,no,no,,
2,8,14,treated,MVI_4689,a,,12.7,25.18,263,Melissodes,male,99,9.48,no,13971,13976,0.17,no,no,no,,
2,8,14,treated,MVI_4689,a,,12.7,25.18,263,Melissodes,male,99,9.48,no,15815,15822,0.23,no,no,no,,
2,8,14,treated,MVI_4689,a,,12.7,25.18,263,Melissodes,female,114,10.91,yes,16061,16293,7.73,yes,no,no,"walked on ambush bug, landing on it",
2,8,14,treated,MVI_4689,a,,12.7,25.18,263,Melissodes,female,112,10.72,yes,16796,16989,6.43,yes,no,no,,
2,8,14,treated,MVI_4689,a,,12.7,25.18,263,Melissodes,male,NA,#VALUE!,no,18415,18421,0.2,no,no,no,,
2,8,17,control,MVI_4690,b,,12.7,26.09,250,Melissodes,male,108,11.27,no,926,936,0.33,no,no,no,,
2,8,17,control,MVI_4690,b,,12.7,26.09,250,Melissodes,male,NA,#VALUE!,no,5465,5472,0.23,no,no,no,,
2,8,17,control,MVI_4690,b,,12.7,26.09,250,Melissodes,male,96,10.02,no,5532,5540,0.27,no,no,no,,
2,8,17,control,MVI_4690,b,,12.7,26.09,250,Melissodes,male,118,12.31,no,8957,8961,0.13,no,no,no,,
2,8,17,control,MVI_4690,b,,12.7,26.09,250,Melissodes,male,119,12.42,yes,9043,9335,9.73,yes,no,no,,
2,8,17,control,MVI_4690,b,,12.7,26.09,250,Melissodes,male,104,10.85,no,9467,9474,0.23,no,no,no,,
2,8,17,control,MVI_4690,b,,12.7,26.09,250,Melissodes,male,115,12,no,10529,10537,0.27,no,no,no,,
2,8,17,control,MVI_4690,b,,12.7,26.09,250,Melissodes,male,110,11.48,no,12197,12203,0.2,no,no,no,,
2,8,17,control,MVI_4690,b,,12.7,26.09,250,Melissodes,male,110,11.48,no,13733,13740,0.23,no,no,no,,
2,8,17,control,MVI_4690,b,,12.7,26.09,250,Melissodes,male,94,9.81,no,14409,14414,0.17,no,no,no,,
2,8,17,control,MVI_4690,b,,12.7,26.09,250,Melissodes,male,NA,#VALUE!,no,16019,16022,0.1,no,no,no,,
2,8,17,control,MVI_4690,b,,12.7,26.09,250,Melissodes,male,91,9.5,no,16999,17007,0.27,no,no,no,,
2,8,17,control,MVI_4690,b,,12.7,26.09,250,Melissodes,male,100,10.44,no,18332,18340,0.27,no,no,no,,
2,8,5,treated,MVI_6032,b,,12.7,28.23,261,Melissodes,male,127,13.74,no,960447,960453,0.2,no,no,no,,
2,8,5,treated,MVI_6032,b,,12.7,28.23,261,Melissodes,male,122,13.2,no,960928,960932,0.13,no,no,no,appeared to try to mate with ambush bug,
2,8,5,treated,MVI_6032,b,,12.7,28.23,261,Melissodes,male,103,11.14,no,961264,961273,0.3,no,no,no,,
2,8,5,treated,MVI_6032,b,,12.7,28.23,261,Melissodes,male,107,11.57,yes,961366,961691,10.83,yes,no,no,,
2,8,5,treated,MVI_6032,b,,12.7,28.23,261,Ambush ,Ambush ,Ambush ,Ambush ,Ambush ,960026,961419,46.43,ambush,ambush,ambush,ambush bug left at ,
2,8,5,treated,MVI_6032,b,,12.7,28.23,261,Melissodes,male,101,10.92,yes,961969,962018,1.63,yes,no,no,,
2,8,5,treated,MVI_6032,b,,12.7,28.23,261,Melissodes,male,124,13.41,no,962089,962104,0.5,no,no,no,,
2,8,5,treated,MVI_6032,b,,12.7,28.23,261,Melissodes,male,102,11.03,no,963253,963257,0.13,no,no,no,,
2,8,5,treated,MVI_6032,b,,12.7,28.23,261,Melissodes,male,105,11.36,yes,965054,965297,8.1,yes,no,no,,
2,8,5,treated,MVI_6032,b,,12.7,28.23,261,Melissodes,male,111,12.01,no,968134,968145,0.37,no,no,no,,
2,8,5,treated,MVI_6032,b,,12.7,28.23,261,Melissodes,male,98,10.6,yes,968501,968526,0.83,yes,no,no,,
2,8,5,treated,MVI_6032,b,,12.7,28.23,261,Melissodes,male,105,11.36,no,969826,969830,0.13,no,no,no,,
2,8,5,treated,MVI_6032,b,,12.7,28.23,261,Melissodes,male,102,11.03,yes,970346,971041,23.17,yes,no,no,,
2,8,5,treated,MVI_6032,b,,12.7,28.23,261,Bombus,female,171,18.5,no,970547,970563,0.53,no,no,no,queeb,
2,8,5,treated,MVI_6032,b,,12.7,28.23,261,Melissodes,male,94,10.17,no,973272,973280,0.27,no,no,no,,
2,8,5,treated,MVI_6032,b,,12.7,28.23,261,Melissodes,male,127,13.74,no,975212,975219,0.23,no,no,no,,
2,8,5,treated,MVI_6032,b,,12.7,28.23,261,Melissodes,male,103,11.14,yes,975797,975826,0.97,yes,no,no,,
2,8,5,treated,MVI_6032,b,,12.7,28.23,261,Melissodes,male,104,11.25,no,976273,976283,0.33,no,no,no,,
2,8,5,treated,MVI_6032,b,,12.7,28.23,261,Melissodes,male,115,12.44,no,976604,976611,0.23,no,no,no,,
2,8,5,treated,MVI_6032,b,,12.7,28.23,261,Melissodes,male,102,11.03,no,977145,977147,0.07,no,no,no,,
2,8,5,treated,MVI_6032,b,,12.7,28.23,261,Melissodes,male,112,12.11,no,977731,977738,0.23,no,no,no,,
2,9,19,control,MVI_6035,a,,12.7,23.59,188,Melissodes,female,82,10.29,yes,1001010,1001735,24.17,yes,no,no,little pollen on the flower,
2,9,19,control,MVI_6035,a,,12.7,23.59,188,Melissodes,female,78,9.79,yes,1001762,1001789,0.9,yes,no,no,,
2,9,19,control,MVI_6035,a,,12.7,23.59,188,Melissodes,male,99,12.42,no,1007179,1007185,0.2,no,no,no,,
2,9,19,control,MVI_6035,a,,12.7,23.59,188,Melissodes,male,76,9.54,no,1007365,1007368,0.1,no,no,no,,
2,9,19,control,MVI_6035,a,,12.7,23.59,188,Melissodes,male,81,10.16,no,1007366,1007370,0.13,no,no,no,,
2,9,19,control,MVI_6035,a,,12.7,23.59,188,Halictus,female,70,8.78,no,1008729,1008732,0.1,no,no,no,,
2,9,19,control,MVI_6035,a,,12.7,23.59,188,Bombus,female,100,12.55,yes,1008882,1009081,6.63,yes,no,no,,
2,9,19,control,MVI_6035,a,,12.7,23.59,188,Melissodes,male,88,11.04,no,1012156,1012159,0.1,no,no,no,,
2,9,19,control,MVI_6035,a,,12.7,23.59,188,Melissodes,male,83,10.41,no,1015875,1015877,0.07,no,no,no,,
2,9,17,treated,MVI_4692,a,,12.7,26.03,243,Melissodes,male,95,10.18,no,1562,1567,0.17,no,no,no,,
2,9,17,treated,MVI_4692,a,,12.7,26.03,243,Melissodes,male,na,#VALUE!,no,3800,3804,0.13,no,no,no,,
2,9,17,treated,MVI_4692,a,,,26.03,243,Melissodes,male,90,9.64,no,5223,5231,0.27,no,no,no,,
2,9,17,treated,MVI_4692,a,,,26.03,243,Melissodes,male,na,#VALUE!,no,7199,7204,0.17,no,no,no,,
2,9,17,treated,MVI_4692,a,,,26.03,243,Melissodes,male,108,11.57,no,7781,7788,0.23,no,no,no,,
2,9,17,treated,MVI_4692,a,,,26.03,243,Melissodes,male,107,11.46,yes,8471,8476,0.17,no,no,no,,
2,9,17,treated,MVI_4692,a,,,26.03,243,Melissodes,male,109,11.68,no,9374,9379,0.17,no,no,no,,
2,9,17,treated,MVI_4692,a,,,26.03,243,Melissodes,male,122,13.07,no,11443,11448,0.17,no,no,no,,
2,9,17,treated,MVI_4692,a,,,26.03,243,Melissodes,male,89,9.53,no,12173,12176,0.1,no,no,no,,
2,9,17,treated,MVI_4692,a,,,26.03,243,Melissodes,male,101,10.82,no,14049,14054,0.17,no,no,no,,
2,9,17,treated,MVI_4692,a,,,26.03,243,Melissodes,male,99,10.6,no,17386,17389,0.1,no,no,no,,
2,9,13,control,MVI_4694,b,,,22.28,183,Melissodes,male,87,10.59,no,973,981,0.27,no,no,no,,
2,9,13,control,MVI_4694,b,,,22.28,183,Melissodes,male,89,10.84,yes,1040,1075,1.17,yes,no,no,,
2,9,13,control,MVI_4694,b,,,22.28,183,Melissodes,male,86,10.47,no,3552,3559,0.23,no,no,no,,
2,9,13,control,MVI_4694,b,,,22.28,183,Melissodes,male,94,11.44,no,4109,4114,0.17,no,no,no,,
2,9,13,control,MVI_4694,b,,,22.28,183,Melissodes,male,110,13.39,no,4723,4734,0.37,no,no,no,,
2,9,13,control,MVI_4694,b,,,22.28,183,Melissodes,male,102,12.42,no,6286,6291,0.17,no,no,no,,
2,9,13,control,MVI_4694,b,,,22.28,183,Melissodes,male,95,11.57,no,6798,6805,0.23,no,no,no,,
2,9,13,control,MVI_4694,b,,,22.28,183,Melissodes,male,94,11.44,no,7228,7238,0.33,no,no,no,,
2,9,13,control,MVI_4694,b,,,22.28,183,Melissodes,male,92,11.2,no,7337,7343,0.2,no,no,no,,
2,9,13,control,MVI_4694,b,,,22.28,183,Melissodes,male,97,11.81,no,9479,9484,0.17,no,no,no,,
2,9,13,control,MVI_4694,b,,,22.28,183,Melissodes,male,93,11.32,no,10508,10515,0.23,no,no,no,,
2,9,13,control,MVI_4694,b,,,22.28,183,Melissodes,male,90,10.96,yes,10785,11230,14.83,yes,no,no,,
2,9,13,control,MVI_4694,b,,,22.28,183,Melissodes,male,89,10.84,no,11665,11670,0.17,no,no,no,,
2,9,13,control,MVI_4694,b,,,22.28,183,Melissodes,male,98,11.93,no,12607,12610,0.1,no,no,no,,
2,9,13,control,MVI_4694,b,,,22.28,183,Melissodes,male,100,12.17,no,12838,12845,0.23,no,no,no,,
2,9,13,control,MVI_4694,b,,,22.28,183,Melissodes,male,106,12.91,no,12896,12900,0.13,no,no,no,,
2,9,13,control,MVI_4694,b,,,22.28,183,Melissodes,male,94,11.44,no,12901,12907,0.2,no,no,no,,
2,9,13,control,MVI_4694,b,,,22.28,183,Melissodes,male,93,11.32,no,14109,14116,0.23,no,no,no,,
2,9,13,control,MVI_4694,b,,,22.28,183,Melissodes,male,82,9.98,no,15984,15993,0.3,no,no,no,,
2,9,13,control,MVI_4694,b,,,22.28,183,Melissodes,male,97,11.81,no,17223,17230,0.23,no,no,no,,
2,9,14,treated,MVI_6037,b,,,24.55,187,Melissodes,male,85,11.16,no,1028200,1028211,0.37,no,no,no,petal starts moving after visit,
2,9,14,treated,MVI_6037,b,,,24.55,187,Melissodes,male,81,10.63,no,1030282,1030292,0.33,no,no,no,,
2,9,14,treated,MVI_6037,b,,,24.55,187,Melissodes,male,86,11.29,no,1031272,1031285,0.43,no,no,no,,
2,9,14,treated,MVI_6037,b,,,24.55,187,Melissodes,male,74,9.71,no,1035449,1035466,0.57,no,no,no,,
2,9,14,treated,MVI_6037,b,,,24.55,187,Melissodes,male,85,11.16,yes,1036158,1036163,0.17,no,no,no,,
2,10,4,treated,MVI_6039,a,,,23.98,197,no bees,,,,,,,0,no,no,no,windy towards minute 7,
2,10,8,control,MVI_4696,a,,,21.66,224,no bees,,,,,,,0,no,no,no,,
2,10,16,control,MVI_6040,b,,,32.11,202,Melissodes,male,81,12.88,no,1082315,1082322,0.23,no,no,no,,
2,10,16,control,MVI_6040,b,,,32.11,202,Lithurgus,female,92,14.62,yes,1083550,1085092,51.4,yes,yes,no,,
2,10,16,control,MVI_6040,b,,,32.11,202,Melissodes,male,na,#VALUE!,no,1084012,1084018,0.2,no,no,no,,18000
2,10,19,treated,MVI_4698,b,,,33.17,253,Melissodes,male,80,10.49,no,5940,5947,0.23,no,no,no,,
2,10,19,treated,MVI_4698,b,,,33.17,253,Melissodes,male,103,13.5,no,9444,9452,0.27,no,no,no,,
1,1,16,treated,MVI_3428,a,,,25.75,214,Melissodes,female,88,10.59,yes,7398,7649,8.37,yes,no,no,"bee moved with amazing speed on the flower, its abdomen was twitching constantly. It had a full scopal load when it landed",
1,1,16,treated,MVI_3428,a,,,25.75,214,Halictus,female,78,9.39,yes,7760,8014,8.47,yes,yes,no,"partial scopal load, clearly removed pollen from anthers on central disk flowers. ambush bug on outer petal",
1,1,16,treated,MVI_3428,a,,,25.75,214,Halictus,female,71,8.54,yes,8055,8595,18,no,yes,no,,
1,1,16,treated,MVI_3428,a,,,25.75,214,Lasioglossum,female,61,7.34,no,8788,8801,0.43,no,no,no,,
1,1,16,treated,MVI_3428,a,,,25.75,214,Diadasia,female,86,10.35,yes,9902,10469,18.9,yes,yes,no,,
1,1,16,treated,MVI_3428,a,,,25.75,214,Melissodes,male,87,10.47,no,12610,12617,0.23,no,no,no,,
1,1,16,treated,MVI_3428,a,,,25.75,214,Melissodes,male,85,10.23,no,16099,16104,0.17,no,no,no,,
1,1,16,treated,MVI_3428,a,,,25.75,214,Diadasia,female,86,10.35,no,16374,16378,0.13,no,no,no,,
1,1,16,treated,MVI_3428,a,,,25.75,214,Melissodes,female,82,9.87,yes,17448,17930,16.07,yes,yes,no,,
1,1,16,treated,MVI_3428,a,,,25.75,214,Melissodes,male,81,9.75,yes,18137,18142,0.17,no,no,no,,
1,1,16,treated,MVI_3428,a,,,25.75,214,Halictus,female,83,9.99,no,18300,18305,0.17,no,no,no,,
1,1,16,treated,MVI_3428,a,,,25.75,214,Diadasia,female,90,10.83,yes,18607,18612,0.17,no,no,no,,
1,1,2,control,MVI_5423,a,,,27.79,196,Diadasia,male,79,11.2,yes,226756,227060,12.67,yes,no,no,shot at 24fps,
1,1,2,control,MVI_5423,a,,,27.79,196,Diadasia,male,71,10.07,yes,227518,227531,0.54,yes,no,no,,
1,1,2,control,MVI_5423,a,,,27.79,196,Melissodes,female,85,12.05,yes,229455,229465,0.42,no,no,no,,
1,1,2,control,MVI_5423,a,,,27.79,196,Melissodes,female,86,12.19,yes,230183,230388,8.54,yes,yes,no,,
1,1,2,control,MVI_5423,a,,,27.79,196,Lasioglossum,female,40,5.67,no,230295,230300,0.21,no,no,no,,
1,1,2,control,MVI_5423,a,,,27.79,196,Melissodes,female,81,11.48,yes,230486,230882,16.5,yes,yes,no,,
1,1,2,control,MVI_5423,a,,,27.79,196,Halictus,male,52,7.37,no,231491,231519,1.17,no,no,no,,
1,1,2,control,MVI_5423,a,,,27.79,196,Melissodes,female,85,12.05,yes,231620,231686,2.75,yes,yes,no,,
1,1,2,control,MVI_5423,a,,,27.79,196,Melissodes,male,76,10.78,no,231683,231689,0.25,no,no,no,Apparently chasing the female,
1,1,2,control,MVI_5423,a,,,27.79,196,Melissodes,male,74,10.49,yes,234824,234922,4.08,yes,no,no,fly chased off bee,
1,1,2,control,MVI_5423,a,,,27.79,196,Melissodes,female,89,12.62,yes,235864,235875,0.46,yes,no,no,,
1,1,2,control,MVI_5423,a,,,27.79,196,Lasioglossum,female,45,6.38,yes,236268,236741,19.71,yes,yes,no,,
1,1,2,control,MVI_5423,a,,,27.79,196,Melissodes,female,77,10.92,yes,236663,236720,2.38,yes,no,no,,
1,1,2,control,MVI_5423,a,,,27.79,196,Melissodes,female,72,10.21,yes,237184,237477,12.21,yes,no,no,,
1,1,2,control,MVI_5423,a,,,27.79,196,Melissodes,male,73,10.35,yes,239083,239098,0.63,yes,no,no,,
1,1,2,control,MVI_5423,a,,,27.79,196,Melissodes,female,89,12.62,yes,240076,240117,1.71,yes,no,no,,
1,1,6,treated,MVI_5425,b,,,20.97,231,Melissodes,male,104,9.44,yes,241867,241869,0.08,no,no,no,"shot at 24fps, bumps ambush bug, 3 petals damaged on top left of flower, other petals with small deformaties ",
1,1,6,treated,MVI_5425,b,,,20.97,231,Melissodes,female,107,9.71,yes,243845,243846,0.04,no,no,no,bumbs ab and flies away,
1,1,6,treated,MVI_5425,b,,,20.97,231,Melissodes,female,98,8.9,yes,245000,245005,0.21,no,no,no,bumbs ab and flies away,
1,1,6,treated,MVI_5425,b,,,20.97,231,Melissodes,female,107,9.71,yes,245239,245658,17.46,yes,yes,no,comes very close to ab but ab turns away from bee,
1,1,6,treated,MVI_5425,b,,,20.97,231,Melissodes,female,103,9.35,yes,245972,245976,0.17,yes,no,no,,
1,1,6,treated,MVI_5425,b,,,20.97,231,Melissodes,female,105,9.53,yes,248102,248332,9.58,yes,yes,no,"fly enters frame, bee leaves",
1,1,6,treated,MVI_5425,b,,,20.97,231,Melissodes,female,106,9.62,yes,249680,249695,0.63,yes,no,no,,
1,1,6,treated,MVI_5425,b,,,20.97,231,Melissodes,male,101,9.17,yes,253357,253359,0.08,no,no,no,,
1,1,6,treated,MVI_5425,b,,,20.97,231,Melissodes,female,112,10.17,yes,254099,254101,0.08,no,no,no,,
1,1,6,treated,MVI_5425,b,,,20.97,231,Melissodes,female,100,9.08,yes,254497,254499,0.08,no,no,no,,
1,1,6,treated,MVI_5425,b,,,20.97,231,Melissodes,female,95,8.62,yes,254728,255213,20.21,yes,yes,no,,
1,1,1,control,MVI_3429,b,,,24.93,259,Melissodes,female,102,9.82,yes,352,449,3.23,yes,yes,no,FPS = 30,
1,1,1,control,MVI_3429,b,,,24.93,259,Melissodes,female,105,10.11,yes,3346,3648,10.07,yes,yes,no,,
1,1,1,control,MVI_3429,b,,,24.93,259,Melissodes,male,86,8.28,yes,4856,5336,16,yes,no,no,,
1,1,1,control,MVI_3429,b,,,24.93,259,Melissodes,female,110,10.59,yes,6650,6907,8.57,yes,yes,no,,
1,1,1,control,MVI_3429,b,,,24.93,259,Melissodes,female,103,9.91,yes,6858,6865,0.23,no,no,no,"hits bee already on flower, flies away",
1,1,1,control,MVI_3429,b,,,24.93,259,Halictus,female,57,5.49,no,7228,7230,0.07,no,no,no,,
1,1,1,control,MVI_3429,b,,,24.93,259,Melissodes,female,118,11.36,yes,7252,7363,3.7,yes,no,no,,
1,1,1,control,MVI_3429,b,,,24.93,259,Melissodes,female,110,10.59,yes,9655,9669,0.47,yes,no,no,,
1,1,1,control,MVI_3429,b,,,24.93,199,Melissodes,female,82,10.27,yes,10580,10984,13.47,yes,yes,no,switched monitors,
1,1,1,control,MVI_3429,b,,,24.93,199,Melissodes,female,86,10.77,yes,11014,11082,2.27,no,yes,no,,
1,2,10,treated,MVI_3430,a,,,19.4,281,Melissodes,female,126,8.7,yes,1443,1629,6.2,yes,no,no,,
1,2,10,treated,MVI_3430,a,,,19.4,281,Melissodes,female,132,9.11,yes,4697,4721,0.8,yes,no,no,,
1,2,6,control,MVI_5426,a,,,28.52,181,Melissodes,male,58,9.14,yes,256729,257149,17.5,yes,no,no,24fps,6.105
1,2,6,control,MVI_5426,a,,,28.52,181,Melissodes,female,79,12.45,yes,258826,258848,0.92,yes,no,no,24fps,
1,2,6,control,MVI_5426,a,,,28.52,181,Melissodes,female,73,11.5,yes,261000,261517,21.54,yes,yes,no,24fps,smaller bug flew into bee scaring it off
1,2,6,control,MVI_5426,a,,,28.52,181,Melissodes,female,81,12.76,yes,261624,261672,2,no,yes,no,24fps,
1,2,6,control,MVI_5426,a,,,28.52,181,Melissodes,female,71,11.19,yes,264223,264504,11.71,yes,no,no,24fps,
1,2,7,control,MVI_5427,b,,,22.68,173,Melissodes,female,85,11.14,yes,284842,285213,15.46,yes,yes,no,24fps,
1,2,7,control,MVI_5427,b,,,22.68,173,Melissodes,male,78,10.23,no,285115,285119,0.17,no,no,no,24fps,bee came saw female and flew away
1,2,7,control,MVI_5427,b,,,22.68,173,Melissodes,female,94,12.32,yes,285423,285434,0.46,yes,no,no,24fps,
1,2,12,treated,MVI_3431,b,,,29.32,228,Apis,female,103,13.25,no,9791,9830,1.3,no,no,no,ambush bug hiding behind petal,
1,2,12,treated,MVI_3431,b,,,29.32,228,Melissodes,female,82,10.54,no,11617,11624,0.23,no,no,no,,
1,2,12,treated,MVI_3431,b,,,29.32,228,Melissodes,male,85,10.93,no,13448,13452,0.13,no,no,no,,
1,2,12,treated,MVI_3431,b,,,29.32,228,Halictus,female,56,7.2,no,15662,15668,0.2,no,no,no,,
1,2,12,treated,MVI_3431,b,,,29.32,228,Melissodes,male,79,10.16,no,16250,16257,0.23,no,no,no,,
1,3,3,control,MVI_3432,a,,,24.18,225,Melissodes,female,109,11.71,yes,7093,7166,2.43,yes,no,no,,
1,3,20,treated,MVI_5428,a,,,30.88,214,Bombus,female,152,21.93,yes,290740,290760,0.83,no,no,no,24 fps,
1,3,20,treated,MVI_5428,a,,,30.88,214,Lithurgus,female,124,17.89,no,292807,292816,0.38,no,no,no,24 fps,
1,3,20,treated,MVI_5428,a,,,30.88,214,Melissodes,female,92,13.28,yes,302254,302391,5.71,yes,no,no,24 fps,
1,3,15,control,MVI_3434,b,,,27.02,215,Halictus,female,55,6.91,yes,6005,6017,0.4,yes,no,no, ,
1,3,15,control,MVI_3434,b,,,27.02,215,Melissodes,female,76,9.55,yes,10130,10689,18.63,yes,no,no,,
1,3,15,control,MVI_3434,b,,,27.02,215,Melissodes,male,88,11.06,yes,13754,13757,0.1,yes,no,no,,
1,3,8,treated,MVI_5430,b,,,27.37,169,Melissodes,male,69,11.17,no,307070,307073,0.13,no,no,no,24 fps,Video frame starts at 305374
1,3,8,treated,MVI_5430,b,,,27.37,169,Melissodes,male,64,10.36,no,307151,307168,0.71,no,no,no,24 fps,Bee comes around the flower a few times but hesitates to land
1,3,8,treated,MVI_5430,b,,,27.37,169,Melissodes,male,66,10.69,no,307837,307841,0.17,no,no,no,24 fps,
1,3,8,treated,MVI_5430,b,,,27.37,169,fly,fly,80,12.96,no,307839,307844,0.21,no,no,no,24 fps,file://localhost/Users/featherlite569/Desktop/Screen Shot 2014-08-15 at 4.19.20 PM.png
1,3,8,treated,MVI_5430,b,,,27.37,169,Melissodes,male,73,11.82,no,313543,313546,0.13,no,no,no,24 fps,
1,3,8,treated,MVI_5430,b,,,27.37,169,Melissodes,male,66,10.69,no,315451,315457,0.25,no,no,no,24 fps,file://localhost/Users/featherlite569/Desktop/Screen Shot 2014-08-15 at 4.34.59 PM.png
1,3,8,treated,MVI_5430,b,,,27.37,169,Melissodes,male,70,11.34,yes,316187,316190,0.13,no,no,no,24fps,
1,4,14,treated,MVI_3436,a,,,25.18,191,Melissodes,male,80,10.55,no,5658,5664,0.2,no,no,no,,
1,4,14,treated,MVI_3436,a,,,25.18,191,Melissodes,female,38,5.01,yes,6470,6659,6.3,no,no,no,,file://localhost/Users/featherlite569/Desktop/Screen Shot 2014-08-19 at 9.20.32 AM.png
1,4,14,treated,MVI_3436,a,,,25.18,191,Melissodes,female,63,8.31,no,17439,17448,0.3,no,no,no,,file://localhost/Users/featherlite569/Desktop/Screen Shot 2014-08-19 at 9.34.46 AM.png
1,4,14,treated,MVI_3436,a,,,25.18,191,Melissodes,male,61,8.04,no,11964,11969,0.17,no,no,no,,
1,4,7,control,MVI_5432,a,,,20.42,150,Melissodes,female,68,9.26,yes,325146,325338,8,yes,yes,no,24 fps,file://localhost/Users/featherlite569/Desktop/Screen Shot 2014-08-19 at 9.49.47 AM.png
1,4,7,control,MVI_5432,a,,,20.42,150,Melissodes,male,55,7.49,no,330511,330514,0.13,no,no,no,24 fps,file://localhost/Users/featherlite569/Desktop/Screen Shot 2014-08-19 at 9.56.51 AM.png
1,4,17,control,MVI_3437,b,,,26.09,185,Melissodes,male,76,10.72,yes,14,16,0.07,no,no,no,,file://localhost/Users/featherlite569/Desktop/Screen Shot 2014-08-19 at 10.13.11 AM.png
